ID,Label,Farm,DOC,Type,Month,Year,Date,Conductivity (µs),Ammonium (NH4) ,NH4-N (mg/L),Nitrate (NO3),NO3-N (mg/L), Nitrite (NO2),NO2-N (mg/L), Phosphate (mg/L),Sodium (mg/L) ,Chloride (mg/L),Calcium (mg/L),DOC (mg/L),TOC (mg/L),TC (F),TC (UF),IC (F),IC (UF),TN (F),TN (UF),Particle size (µm),Absorbance (254 nm)
551,Intag/Luftare,Umea,06/25/2025,Inlet,June,2025,Jun-25,38.0000,n.a.,0.0000,n.a.,0.0000,n.a.,0.0000,n.a.,-5.9500,1.2900,3.8200,5.9510,3.9780,10.1200,8.0560,4.1680,4.0780,0.3312,0.0000,50.9751,0.1044
552,C-damn ,Umea,06/25/2025,Tank,June,2025,Jun-25,38.0000,0.2100,0.1638,0.1300,0.0390,n.a.,0.0000,n.a.,-5.8200,1.2300,4.4100,6.1950,4.3030,10.4900,8.4860,4.2990,4.1840,0.0000,0.0000,0.3341,0.1027
555,Intag/Luftare,Umea,07/03/2025,Inlet,July ,2025,Jul-25,38.0000,0.2100,0.1638,n.a.,0.0000,n.a.,0.0000,n.a.,-5.7900,1.2500,4.4100,5.7870,4.9220,9.9500,9.0340,4.1630,4.1120,0.0000,0.0000,0.2509,0.1092
556,C-damn ,Umea,07/03/2025,Tank,July ,2025,Jul-25,36.0000,0.2000,0.1560,n.a.,0.0000,n.a.,0.0000,n.a.,-5.7900,1.2500,4.2600,6.2230,5.0320,10.3800,9.1940,4.1590,4.1610,0.0000,0.0000,0.1678,0.1138
559,Intag/Luftare,Umea,07/11/2025,Inlet,July ,2025,Jul-25,28.0000,0.1700,0.1326,n.a.,0.0000,n.a.,0.0000,n.a.,-6.0100,1.0900,4.0800,5.7240,4.2610,9.5330,8.0470,3.8090,3.7860,0.0000,0.0000,53.1050,0.0930
560,C-damn ,Umea,07/11/2025,Tank,July ,2025,Jul-25,37.0000,0.2100,0.1638,0.1100,0.0330,0.1100,0.0253,n.a.,-5.7900,1.2700,4.5500,6.1510,4.7710,10.4700,9.1610,4.3180,4.3900,0.0000,0.0000,134.5252,0.1031
563,Intag/Luftare,Umea,07/17/2025,Inlet,July ,2025,Jul-25,36.0000,0.2200,0.1716,n.a.,0.0000,n.a.,0.0000,n.a.,-5.7200,1.3000,4.4500,5.7430,4.5540,10.1700,8.9670,4.4270,4.4140,0.0000,0.0000,0.5116,0.0986
564,C-damn ,Umea,07/17/2025,Tank,July ,2025,Jul-25,38.0000,0.2300,0.1794,0.1100,0.0330,n.a.,0.0000,n.a.,-5.7800,1.3000,4.2800,5.7680,4.7090,10.1900,9.1760,4.4190,4.4670,0.5295,0.0000,546.4751,0.0941
567,Intag/Luftare,Umea,07/24/2025,Inlet,July ,2025,Jul-25,38.0000,0.2200,0.1716,n.a.,0.0000,n.a.,0.0000,n.a.,-5.7400,1.3600,4.4900,5.4000,3.9260,9.8970,8.2140,4.4970,4.2880,0.0000,0.0000,127.8855,0.0972
568,C-damn ,Umea,07/24/2025,Tank,July ,2025,Jul-25,34.0000,0.2100,0.1638,0.1100,0.0330,0.1100,0.0253,n.a.,-5.7400,1.3700,4.4300,5.4300,4.9200,9.9050,9.3840,4.4750,4.4650,0.1363,0.0000,128.0017,0.0919
571,Intag/Luftare,Umea,07/31/2025,Inlet,July ,2025,Jul-25,36.0000,0.2200,0.1716,0.1000,0.0300,n.a.,0.0000,n.a.,-5.7200,1.3700,4.4800,4.9730,4.3030,9.4400,8.6500,4.4670,4.3470,0.0000,0.0000,0.9525,0.0881
572,C-damn ,Umea,07/31/2025,Tank,July ,2025,Jul-25,38.0000,0.2000,0.1560,0.1200,0.0360,0.1200,0.0276,n.a.,-5.7200,1.3500,4.3100,4.7100,4.4260,9.0590,8.8380,4.3480,4.4120,0.0000,0.0000,0.0000,0.0875
575,Intag/Luftare,Umea,08/07/2025,Inlet,August,2025,Aug-25,37.0000,0.2100,0.1638,n.a.,0.0000,n.a.,0.0000,n.a.,-5.6900,1.3300,4.3300,5.5520,4.9990,9.8760,9.3030,4.3250,4.3040,0.0000,0.0000,229.5840,0.0993
576,C-damn ,Umea,08/07/2025,Tank,August,2025,Aug-25,36.0000,0.2200,0.1716,0.1300,0.0390,0.1100,0.0253,n.a.,-5.7000,1.3300,4.3700,5.4720,4.8080,9.7740,9.0820,4.3030,4.2740,0.3081,0.0000,0.4581,0.0990
579,Intag/Luftare,Umea,08/14/2025,Inlet,August,2025,Aug-25,34.0000,0.2100,0.1638,n.a.,0.0000,n.a.,0.0000,n.a.,-5.7400,1.3000,4.3900,5.6400,4.6250,10.0000,8.9430,4.3630,4.3180,0.7082,0.0000,162.3272,0.0942
580,C-damn ,Umea,08/14/2025,Tank,August,2025,Aug-25,34.0000,0.2000,0.1560,0.1000,0.0300,n.a.,0.0000,n.a.,-5.7300,1.3100,4.3000,5.8540,4.6910,10.2700,9.0640,4.4120,4.3730,0.0000,0.0000,875.8219,0.0945
583,Intag/Luftare,Umea,08/21/2025,Inlet,August,2025,Aug-25,35.0000,0.2000,0.1560,n.a.,0.0000,n.a.,0.0000,n.a.,-5.7300,1.2900,4.2300,5.7640,4.8050,10.0600,9.0440,4.2930,4.2380,0.0000,0.0000,3.6352,0.1004
584,C-damn ,Umea,08/21/2025,Tank,August,2025,Aug-25,34.0000,0.2200,0.1716,0.1200,0.0360,n.a.,0.0000,n.a.,-5.7000,1.3100,4.2800,5.8300,4.6610,10.2000,8.8640,4.3730,4.2030,0.0000,0.0000,398.8599,0.0985
587,Intag/Luftare,Umea,08/28/2025,Inlet,August,2025,Aug-25,36.0000,0.1900,0.1482,n.a.,0.0000,n.a.,0.0000,n.a.,-5.8000,1.2600,4.1200,5.7610,4.7470,9.9850,8.9910,4.2240,4.2440,0.0000,0.0000,335.8987,0.1039
588,C-damn ,Umea,08/28/2025,Tank,August,2025,Aug-25,36.0000,0.2000,0.1560,0.1200,0.0360,0.1100,0.0253,n.a.,-5.7300,1.2800,4.2600,6.1220,4.7100,10.3400,8.8790,4.2160,4.1690,0.0000,0.0000,0.1947,0.1054
591,Intag/Luftare,Umea,09/05/2025,Inlet,September ,2025,Sep-25,37.0000,0.1900,0.1482,n.a.,0.0000,n.a.,0.0000,n.a.,-5.8800,1.3900,3.8100,4.9450,4.4560,9.1320,8.7580,4.1880,4.3010,0.0000,0.0000,6.0279,0.0936
592,C-damn ,Umea,09/05/2025,Tank,September ,2025,Sep-25,35.0000,0.1900,0.1482,n.a.,0.0000,n.a.,0.0000,n.a.,-5.7100,1.3300,4.2300,4.6060,4.6060,8.8320,8.9350,4.2270,4.3290,0.1155,0.0000,2.4394,0.0974
595,Intag/Luftare,Umea,09/11/2025,Inlet,September ,2025,Sep-25,53.0000,0.2100,0.1638,0.1200,0.0360,n.a.,0.0000,n.a.,-2.8700,2.8700,5.4200,3.7320,3.8400,8.8370,9.0220,5.1050,5.1820,0.8111,0.8188,46.6365,0.0704
596,C-damn ,Umea,09/11/2025,Tank,September ,2025,Sep-25,35.0000,0.2100,0.1638,0.1100,0.0330,0.1300,0.0299,n.a.,-5.7100,1.3500,4.4300,4.5460,4.2910,8.8310,8.6730,4.2860,4.3820,0.1083,0.0000,265.1543,0.0892
599,Tråg,Sundsvall,03/19/2025,Tank,March,2025,Mar-25,50.0000,n.a.,0.0000,0.4700,0.1410,n.a.,0.0000,n.a.,-5.3500,1.8000,6.5200,7.6250,6.0040,13.2500,12.2400,5.6200,6.2330,0.3181,0.1502,67.5317,0.1434
600,Inkommande,Sundsvall,03/19/2025,Inlet,March,2025,Mar-25,53.0000,n.a.,0.0000,0.4600,0.1380,n.a.,0.0000,n.a.,-5.2900,1.8600,6.9900,7.3760,5.8930,13.7100,12.3000,6.3320,6.4120,0.1856,0.1536,1.7233,0.1407
603,Tråg,Sundsvall,03/27/2025,Tank,March,2025,Mar-25,41.0000,n.a.,0.0000,0.3600,0.1080,n.a.,0.0000,n.a.,-5.8300,1.4200,5.6000,6.5190,5.0520,11.4200,10.1900,4.8970,5.1420,0.1204,0.8902,0.2923,0.1300
604,Inkommande,Sundsvall,03/27/2025,Inlet,March,2025,Mar-25,52.0000,n.a.,0.0000,0.4600,0.1380,n.a.,0.0000,n.a.,-5.4100,1.8000,7.0800,7.6860,5.9170,14.2100,12.4800,6.5240,6.5640,0.1462,0.1199,2881.4989,0.1457
607,Tråg,Sundsvall,04/01/2025,Tank,April,2025,Apr-25,29.0000,n.a.,0.0000,0.2600,0.0780,n.a.,0.0000,n.a.,-6.2600,1.0600,4.0000,4.6170,4.0270,8.3680,7.9660,3.7510,3.9390,0.0000,0.0000,2.0857,0.1028
608,Inkommande,Sundsvall,04/01/2025,Inlet,April,2025,Apr-25,52.0000,n.a.,0.0000,0.4900,0.1470,n.a.,0.0000,n.a.,-5.1900,2.0000,7.1000,7.0560,6.3970,13.1100,12.7500,6.0500,6.3510,0.2185,0.2525,0.8147,0.1473
611,Tråg,Sundsvall,04/10/2025,Tank,April,2025,Apr-25,33.0000,n.a.,0.0000,0.3400,0.1020,n.a.,0.0000,n.a.,-5.6600,1.3300,3.5100,9.0030,7.8100,12.3900,11.1600,3.3880,3.3480,0.1481,0.1126,1.3215,0.2150
612,Inkommande,Sundsvall,04/10/2025,Inlet,April,2025,Apr-25,33.0000,n.a.,0.0000,0.3300,0.0990,n.a.,0.0000,n.a.,-5.5400,1.2700,3.8000,8.7670,8.1590,12.1500,11.6000,3.3840,3.4400,0.1443,0.1498,0.0010,0.2180
615,Tråg,Sundsvall,04/14/2025,Tank,April,2025,Apr-25,60.0000,n.a.,0.0000,0.4900,0.1470,n.a.,0.0000,n.a.,-5.4100,1.7300,8.8900,7.0320,6.6880,14.8100,14.5400,7.7780,7.8550,0.1647,0.1292,44.1321,0.1652
616,Inkommande,Sundsvall,04/14/2025,Inlet,April,2025,Apr-25,61.0000,n.a.,0.0000,0.5200,0.1560,n.a.,0.0000,n.a.,-5.1000,2.0300,8.9800,8.4050,7.6670,16.3000,15.6900,7.8940,8.0270,0.3475,0.3543,113.1908,0.1721
619,Tråg,Sundsvall,04/22/2025,Tank,April,2025,Apr-25,37.0000,n.a.,0.0000,0.3100,0.0930,n.a.,0.0000,n.a.,-6.2300,1.0500,5.4500,6.2620,4.9380,11.1500,9.9010,4.8840,4.9630,0.1215,0.3624,24.1516,0.1288
620,Inkommande,Sundsvall,04/22/2025,Inlet,April,2025,Apr-25,51.0000,n.a.,0.0000,0.4900,0.1470,n.a.,0.0000,n.a.,-5.6400,1.5600,7.8800,7.5520,6.6150,14.4600,13.6100,6.9090,6.9910,0.1815,0.1791,0.2624,0.1662
623,Tråg,Sundsvall,05/07/2025,Tank,May,2025,May-25,54.0000,n.a.,0.0000,0.4700,0.1410,n.a.,0.0000,n.a.,-5.6600,1.7900,7.1600,7.9160,6.9850,14.9300,14.2000,7.0090,7.2130,0.1769,0.1556,30.2541,0.1791
624,Inkommande,Sundsvall,05/07/2025,Inlet,May,2025,May-25,59.0000,n.a.,0.0000,0.4600,0.1380,n.a.,0.0000,n.a.,-5.3500,1.7700,8.4900,8.1550,7.4710,15.6100,15.3400,7.4590,7.8650,0.1635,0.1583,0.3285,0.1811
627,Tråg,Sundsvall,05/15/2025,Tank,May,2025,May-25,51.0000,n.a.,0.0000,0.4100,0.1230,n.a.,0.0000,n.a.,-5.5200,1.6700,7.7300,7.0550,6.1000,13.6600,13.0400,6.6030,6.9430,0.1182,0.1181,15241.1284,0.1589
628,Inkommande,Sundsvall,05/15/2025,Inlet,May,2025,May-25,54.0000,n.a.,0.0000,0.4100,0.1230,n.a.,0.0000,n.a.,-5.5400,1.6500,7.5600,7.6000,6.3360,14.0100,13.0300,6.4050,6.6900,0.1531,0.1223,0.0909,0.1559
631,Tråg,Sundsvall,05/26/2025,Tank,May,2025,May-25,52.0000,n.a.,0.0000,0.3800,0.1140,n.a.,0.0000,n.a.,-5.5500,1.6800,7.1800,7.4000,6.0410,13.4800,12.4400,6.0770,6.4020,0.1202,0.9875,0.6616,0.1494
632,Inkommande,Sundsvall,05/26/2025,Inlet,May,2025,May-25,51.0000,n.a.,0.0000,0.3800,0.1140,n.a.,0.0000,n.a.,-5.4300,1.7900,7.6700,7.2710,6.4360,14.0500,13.6000,6.7740,7.1670,0.1044,0.1254,0.1809,0.1542
635,Tråg,Sundsvall,06/12/2025,Tank,June,2025,Jun-25,46.0000,n.a.,0.0000,0.3100,0.0930,n.a.,0.0000,n.a.,-5.5100,1.6800,6.4400,7.2200,6.2560,12.8200,12.2100,5.5980,5.9510,0.1236,0.1053,99.1544,0.1548
636,Inkommande,Sundsvall,06/12/2025,Inlet,June,2025,Jun-25,30.0000,n.a.,0.0000,0.2200,0.0660,n.a.,0.0000,n.a.,-6.0800,1.2100,4.5400,6.3420,5.2060,10.5300,9.3740,4.1910,4.1680,0.1011,0.1035,157.7561,0.1251
639,Tråg,Sundsvall,06/18/2025,Tank,June,2025,Jun-25,47.0000,n.a.,0.0000,0.2900,0.0870,n.a.,0.0000,n.a.,-5.6500,1.6100,6.0800,7.3540,6.6170,12.9700,12.4000,5.6160,5.7850,0.2388,0.2921,0.2441,0.1428
640,Inkommande,Sundsvall,06/18/2025,Inlet,June,2025,Jun-25,41.0000,n.a.,0.0000,0.2700,0.0810,n.a.,0.0000,n.a.,-5.7600,1.5000,5.4600,6.4760,5.4010,11.3700,10.4700,4.8960,5.0680,0.1569,0.1235,0.3220,0.1298
643,Tråg,Sundsvall,06/25/2025,Tank,June,2025,Jun-25,35.0000,n.a.,0.0000,0.2500,0.0750,n.a.,0.0000,n.a.,-5.9800,1.3400,4.9000,5.9400,5.2420,10.2800,9.7840,4.3440,4.5420,0.1241,0.1104,0.4432,0.1189
644,Inkommande,Sundsvall,06/25/2025,Inlet,June,2025,Jun-25,48.0000,n.a.,0.0000,0.3300,0.0990,n.a.,0.0000,n.a.,-5.4000,1.8400,6.7600,6.9860,5.8600,13.0700,12.1200,6.0850,6.2560,0.1227,0.7695,0.4201,0.1397
647,Tråg,Sundsvall,07/21/2025,Tank,July ,2025,Jul-25,42.0000,n.a.,0.0000,0.2900,0.0870,n.a.,0.0000,n.a.,-5.4500,1.7500,5.6600,6.6030,5.2630,11.8100,10.5200,5.2080,5.2550,0.2336,0.1963,0.7899,0.1172
648,Inkommande,Sundsvall,07/21/2025,Inlet,July ,2025,Jul-25,50.0000,n.a.,0.0000,0.2800,0.0840,n.a.,0.0000,n.a.,-5.4100,1.7700,6.7400,6.7090,5.5970,12.6300,11.9400,5.9260,6.3430,0.1264,0.1536,1.6498,0.1302
651,Tråg,Sundsvall,07/30/2025,Tank,July ,2025,Jul-25,35.0000,0.0300,0.0234,0.2400,0.0720,n.a.,0.0000,n.a.,-5.8400,1.4400,5.4000,6.4320,4.7980,11.2400,9.7390,4.8110,4.9400,0.2322,0.1735,0.5649,0.1040
652,Inkommande,Sundsvall,07/30/2025,Inlet,July ,2025,Jul-25,31.0000,n.a.,0.0000,0.2300,0.0690,n.a.,0.0000,n.a.,-6.1000,1.2300,4.5500,4.7670,3.8890,9.0040,8.2530,4.2370,4.3640,0.3475,0.0000,2.1866,0.0869
655,Tråg,Sundsvall,08/13/2025,Tank,August,2025,Aug-25,47.0000,n.a.,0.0000,0.2300,0.0690,n.a.,0.0000,n.a.,-5.7700,1.4200,7.1500,6.0090,5.3030,12.4500,12.0100,6.4450,6.7090,0.7231,0.5162,113.2020,0.1289
656,Inkommande,Sundsvall,08/13/2025,Inlet,August,2025,Aug-25,50.0000,n.a.,0.0000,0.2600,0.0780,n.a.,0.0000,n.a.,-5.5300,1.6400,7.7800,7.0870,5.8960,14.1400,13.0100,7.0550,7.1180,0.1159,0.8631,0.5081,0.1404
659,Tråg,Sundsvall,09/11/2025,Tank,September ,2025,Sep-25,24.0000,0.0200,0.0156,0.2300,0.0690,n.a.,0.0000,n.a.,-6.4400,1.0100,3.3300,4.3470,2.9810,7.8040,6.4380,3.4570,3.4570,0.0000,0.0000,2.7301,0.0720
660,Inkommande,Sundsvall,09/11/2025,Inlet,September ,2025,Sep-25,52.0000,n.a.,0.0000,0.3500,0.1050,n.a.,0.0000,n.a.,-5.4400,1.7800,7.3200,5.8530,5.1660,12.2600,2.3200,6.4080,7.1560,0.1196,0.9051,3.4252,0.1246
663,Tråg,Sundsvall,09/25/2025,Tank,September ,2025,Sep-25,57.0000,n.a.,0.0000,0.2400,0.0720,n.a.,0.0000,n.a.,-5.7000,1.4900,7.1300,6.7300,5.9670,13.0700,13.1400,6.3440,7.1770,0.2629,0.3458,0.2748,0.1165
664,Inkommande,Sundsvall,09/25/2025,Inlet,September ,2025,Sep-25,58.0000,n.a.,0.0000,0.2800,0.0840,n.a.,0.0000,n.a.,-5.4800,1.7000,7.5100,6.4280,5.3790,13.0500,12.3800,6.6240,7.0050,0.1135,0.1009,0.6835,0.1298
667,No.. 9,Karlskoga,03/21/2025,Tank,March,2025,Mar-25,712.0000,n.a.,0.0000,23.6800,7.1040,n.a.,0.0000,n.a.,79.9200,155.6800,17.7600,4.6210,3.7230,27.2200,26.4900,22.6000,22.7700,0.6639,0.6842,0.3331,0.0327
668,Kvtj,Karlskoga,03/21/2025,Inlet,March,2025,Mar-25,157.0000,n.a.,0.0000,0.6800,0.2040,n.a.,0.0000,n.a.,-4.1400,9.8400,13.6400,3.6000,2.3980,22.1500,21.4300,18.5500,19.0300,0.8012,0.8403,0.8956,0.0258
673,No.. 9,Karlskoga,03/29/2025,Tank,March,2025,Mar-25,566.0000,n.a.,0.0000,31.8000,9.5400,1.0200,0.0000,n.a.,50.1000,114.9600,14.5200,26.5000,7.2480,27.2000,26.4500,0.7017,19.2000,0.8079,8.5700,28.5245,0.0412
674,Kvtj,Karlskoga,03/29/2025,Inlet,March,2025,Mar-25,149.0000,n.a.,0.0000,0.6200,0.1860,n.a.,0.0000,n.a.,-6.3000,7.8800,12.5000,2.2280,18.2900,20.9200,19.4600,18.6900,1.1660,0.1407,0.0994,2.3222,0.0174
675,utg utn,Karlskoga,03/29/2025,Outlet,March,2025,Mar-25,175.0000,0.7400,0.5772,1.2200,0.3660,n.a.,0.0000,n.a.,-4.8200,9.4000,14.1600,3.2610,23.5700,25.5800,24.9300,22.3200,1.3610,0.1275,1.2710,1.1041,0.0236
679,No.. 9,Karlskoga,04/06/2025,Tank,April,2025,Apr-25,418.0000,n.a.,0.0000,26.5200,7.9560,n.a.,0.0000,n.a.,13.6800,33.1800,11.9700,5.1670,25.2000,27.1800,26.2200,22.0200,1.0200,11.6100,12.0600,0.6835,0.0420
680,Kvtj,Karlskoga,04/06/2025,Inlet,April,2025,Apr-25,142.0000,n.a.,0.0000,0.5400,0.1620,n.a.,0.0000,n.a.,-6.3600,7.5400,12.2400,3.4870,18.8400,20.3200,20.1900,16.8300,1.3470,0.2434,0.4553,0.3360,0.0182
681,utg vtn,Karlskoga,04/06/2025,Outlet,April,2025,Apr-25,180.0000,0.6800,0.5304,1.6800,0.5040,n.a.,0.0000,n.a.,-5.1200,9.2200,15.3400,4.1930,3.3090,26.3400,25.8500,22.1400,22.5400,0.1395,1.4320,2.0864,0.0250
685,No.. 9,Karlskoga,04/17/2025,Tank,April,2025,Apr-25,276.0000,0.4800,0.3744,62.0400,18.6120,0.7800,0.0000,1.7100,7.3200,13.0500,17.3100,6.9070,8.3900,20.5600,20.3600,13.6500,11.9700,15.8400,16.7200,7.7669,0.0681
686,Kvtj,Karlskoga,04/17/2025,Inlet,April,2025,Apr-25,132.0000,n.a.,0.0000,0.6200,0.1860,n.a.,0.0000,n.a.,-7.2600,8.3600,8.5600,17.4800,18.0000,18.4800,18.7500,0.9996,0.7532,0.1034,0.1756,2.7492,0.0157
687,utg vtn,Karlskoga,04/17/2025,Outlet,April,2025,Apr-25,163.0000,0.9800,0.7644,1.4400,0.4320,n.a.,0.0000,n.a.,-5.9400,8.5400,13.7800,4.6740,19.4900,25.0100,25.9800,20.3400,6.4860,0.1816,1.8920,0.5699,0.0279
691,No.. 9,Karlskoga,04/28/2025,Tank,April,2025,Apr-25,218.0000,0.3900,0.3042,41.0400,12.3120,0.5400,0.0000,1.3800,-0.9300,9.8700,12.3900,19.8000,18.6800,21.4800,19.2600,1.6770,0.5732,10.1700,9.0970,12.5960,0.0595
692,Kvtj,Karlskoga,04/28/2025,Inlet,April,2025,Apr-25,132.0000,n.a.,0.0000,0.4400,0.1320,n.a.,0.0000,n.a.,-6.3600,7.4800,9.9400,2.7330,16.8200,18.9100,17.6500,16.1800,0.8264,0.1877,0.1472,0.3569,0.0174
693,utg vtn,Karlskoga,04/28/2025,Outlet,April,2025,Apr-25,183.0000,0.8400,0.6552,1.1800,0.3540,n.a.,0.0000,n.a.,-5.0000,9.7600,14.3600,7.3640,3.3260,26.7700,26.0300,19.4100,22.7000,0.1448,1.4750,2.5370,0.0262
696,No.. 9,Karlskoga,04/29/2025,Tank,April,2025,Apr-25,282.0000,0.6900,0.5382,51.4800,15.4440,n.a.,0.0000,1.5600,16.0800,12.7800,15.3900,6.9020,25.0200,24.9600,25.6100,18.0600,0.5894,13.5300,14.3200,0.9851,0.0493
697,Kvtj,Karlskoga,04/29/2025,Inlet,April,2025,Apr-25,139.0000,n.a.,0.0000,0.4000,0.1200,n.a.,0.0000,n.a.,-7.0000,8.0400,10.2400,18.6000,18.1700,19.4700,18.7000,0.8683,0.5296,0.1372,0.0640,0.7858,0.0179
698,utg vtn,Karlskoga,04/29/2025,Outlet,April,2025,Apr-25,151.0000,0.7400,0.5772,1.0000,0.3000,n.a.,0.0000,n.a.,-6.5800,8.6200,9.9800,4.5030,20.1200,22.0100,20.9900,17.5100,0.8687,0.1347,1.3290,6.4332,0.0275
701,No.. 9,Karlskoga,05/05/2025,Tank,May,2025,May-25,200.0000,n.a.,0.0000,36.4400,10.9320,n.a.,0.0000,1.0400,5.0800,10.6400,12.5600,5.5860,17.7200,17.8300,18.5600,12.2400,0.8410,0.9181,9.8160,0.7802,0.0448
702,Kvtj,Karlskoga,05/05/2025,Inlet,May,2025,May-25,141.0000,n.a.,0.0000,0.5000,0.1500,n.a.,0.0000,n.a.,-6.5800,8.3600,11.5800,1.2190,20.0500,19.3200,21.0100,18.1000,0.9555,0.1818,0.3245,29.7962,0.0154
706,No.. 9,Karlskoga,05/18/2025,Tank,May,2025,May-25,180.0000,0.2600,0.2028,47.8400,14.3520,0.3600,0.0000,1.8400,-0.8800,8.7600,11.9600,14.5200,13.8900,15.2200,14.3800,0.7042,0.4912,11.2000,11.8300,2.3462,0.0529
707,Kvtj,Karlskoga,05/18/2025,Inlet,May,2025,May-25,149.0000,n.a.,0.0000,0.3600,0.1080,n.a.,0.0000,n.a.,-7.3200,7.9600,11.6600,20.1200,18.9300,21.1800,19.7000,1.0670,0.7629,0.7443,0.0000,146.0339,0.0155
708,utg vtn,Karlskoga,05/18/2025,Outlet,May,2025,May-25,159.0000,0.2800,0.2184,1.7000,0.5100,n.a.,0.0000,n.a.,-6.4600,9.3200,11.4800,4.9910,16.3400,25.2200,17.2200,20.2300,0.8759,0.1620,1.2000,0.8119,0.0321
711,No.. 9,Karlskoga,06/05/2025,Tank,June,2025,Jun-25,164.0000,n.a.,0.0000,12.7800,3.8340,n.a.,0.0000,n.a.,-4.4800,7.2000,14.3000,5.0320,19.0800,21.8800,19.8600,16.8500,0.7779,0.3496,3.6410,2.9062,0.0239
712,Kvtj,Karlskoga,06/05/2025,Inlet,June,2025,Jun-25,142.0000,n.a.,0.0000,0.3200,0.0960,n.a.,0.0000,n.a.,-6.2000,7.5400,12.9000,17.7700,20.0100,21.4500,20.8300,3.6830,0.8192,0.0000,0.0000,0.7373,0.0168
713,utg vtn,Karlskoga,06/05/2025,Outlet,June,2025,Jun-25,183.0000,1.2200,0.9516,1.2000,0.3600,n.a.,0.0000,n.a.,-4.8800,9.6200,15.8800,7.5980,26.6200,29.1900,27.9000,21.5900,1.2730,0.1909,1.7890,18.0490,0.0304
716,No.. 9,Karlskoga,06/15/2025,Tank,June,2025,Jun-25,166.0000,n.a.,0.0000,6.4400,1.9320,n.a.,0.0000,n.a.,-2.3800,8.2600,14.6600,21.8200,21.4100,22.9100,22.1400,1.0830,0.7252,0.1750,1.8710,0.3584,0.0273
717,Kvtj,Karlskoga,06/15/2025,Inlet,June,2025,Jun-25,128.0000,n.a.,0.0000,1.0800,0.3240,n.a.,0.0000,n.a.,1.1000,18.1200,13.3400,1.9880,15.0400,19.7300,15.7200,17.7500,0.6890,0.9111,0.0000,0.4192,0.0158
718,utg vtn,Karlskoga,06/15/2025,Outlet ,June,2025,Jun-25,194.0000,1.9000,1.4820,1.2600,0.3780,n.a.,0.0000,n.a.,0.4200,15.6800,14.0800,26.7800,26.5000,27.8000,27.4700,1.0170,0.9717,0.2788,2.7770,0.2729,0.0398
720,kvtj,Karlskoga,06/25/2025,Inlet,June,2025,Jun-25,108.0000,n.a.,0.0000,0.3800,0.1140,n.a.,0.0000,n.a.,-8.1400,5.6200,10.1000,2.9440,0.9409,17.3100,18.1100,14.3700,17.1700,0.0000,0.0000,7.7810,0.0184
721,utg filter,Karlskoga,06/25/2025,Outlet ,June,2025,Jun-25,192.0000,2.9200,2.2776,1.1200,0.3360,n.a.,0.0000,n.a.,-5.4600,8.4000,16.3800,6.9440,3.4260,30.6200,28.2900,23.6800,24.8700,3.8890,3.6310,0.2951,0.0421
723,kvtj,Karlskoga,07/02/2025,Inlet,July ,2025,Jul-25,117.0000,n.a.,0.0000,0.4200,0.1260,n.a.,0.0000,n.a.,-6.9000,6.7200,8.7200,2.9300,0.9203,18.0400,17.7000,15.1100,16.7800,0.1511,0.0000,1.2384,0.0197
724,utg filter,Karlskoga,07/02/2025,Outlet ,July ,2025,Jul-25,210.0000,n.a.,0.0000,n.a.,0.0000,n.a.,0.0000,n.a.,n.a.,0.8700,n.a.,6.7050,5.4610,29.5300,29.0300,22.8300,23.5700,3.6690,3.4850,1.0463,0.0412
725,A1,Karlskoga,07/02/2025,Tank,July ,2025,Jul-25,368.0000,0.6000,0.4680,1.5600,0.4680,n.a.,0.0000,n.a.,35.1200,91.5600,9.3600,4.8620,3.2070,20.8700,20.9800,16.0100,17.7700,1.5480,1.5320,136.4752,0.0300
728,A1,Karlskoga,07/16/2025,Tank,July ,2025,Jul-25,1063.0000,n.a.,0.0000,n.a.,0.0000,n.a.,0.0000,n.a.,140.9600,320.4800,8.8000,4.3520,2.4050,17.5500,18.8100,13.1900,16.4100,0.7416,0.7294,1.6572,0.0291
729,kvtj,Karlskoga,07/16/2025,Inlet,July ,2025,Jul-25,112.0000,n.a.,0.0000,0.4600,0.1380,n.a.,0.0000,n.a.,-6.8600,7.1400,8.9400,2.0670,0.6358,16.4000,16.9500,14.3300,16.3100,0.0000,0.0394,7.1694,0.0220
730,utg filter,Karlskoga,07/16/2025,Outlet ,July ,2025,Jul-25,545.0000,1.0200,0.7956,1.5600,0.4680,n.a.,0.0000,n.a.,73.7400,162.6600,9.6000,5.3370,3.9110,21.5200,22.9100,16.1800,19.0000,1.8150,1.7370,0.1968,0.0336
734,A1,Karlskoga,07/27/2025,Tank,July ,2025,Jul-25,117.0000,0.9200,0.7176,1.5200,0.4560,n.a.,0.0000,n.a.,-7.9800,6.2800,10.8400,3.9730,2.0810,18.6100,18.4000,14.6400,16.3200,1.5470,1.4810,0.6233,0.0301
735,kvtj,Karlskoga,07/27/2025,Inlet,July ,2025,Jul-25,124.0000,n.a.,0.0000,0.4600,0.1380,n.a.,0.0000,n.a.,-6.5600,7.3600,9.6400,2.2750,0.3284,17.4300,17.5500,15.1500,17.2200,0.0000,0.1207,0.7826,0.0197
